new-heat-transfer-80-coord0 th1 19921 -> 19921
new-heat-transfer-80-coord0 th2 14442 -> 14442
new-heat-transfer-80-coord0 th4 10741 -> 10741
new-heat-transfer-80-coord0 th6 8181 -> 8181
new-heat-transfer-80-coord0 th8 6009 -> 6009
new-heat-transfer-80-coord0 th10 5380 -> 5380
new-heat-transfer-80-coord0 th12 4436 -> 4436
new-heat-transfer-80-coord0 th14 3952 -> 3952
new-heat-transfer-80-coord0 th16 3730 -> 3730
new-heat-transfer-80-coord0 th18 4062 -> 4062
new-heat-transfer-80-coord0 th20 3792 -> 3792
new-heat-transfer-80-coord0 th22 2899 -> 2899
new-heat-transfer-80-coord0 th24 2813 -> 2813
new-heat-transfer-80-coord0 th26 2907 -> 2907
new-heat-transfer-80-coord0 th28 3448 -> 3448
new-heat-transfer-80-coord0 th30 2550 -> 2550
new-heat-transfer-80-coord0 th32 2434 -> 2434
new-heat-transfer-120-coord0 th1 78681 -> 78681
new-heat-transfer-120-coord0 th2 66932 -> 66932
new-heat-transfer-120-coord0 th4 40827 -> 40827
new-heat-transfer-120-coord0 th6 34051 -> 34051
new-heat-transfer-120-coord0 th8 26225 -> 26225
new-heat-transfer-120-coord0 th10 19646 -> 19646
new-heat-transfer-120-coord0 th12 18049 -> 18049
new-heat-transfer-120-coord0 th14 15859 -> 15859
new-heat-transfer-120-coord0 th16 15359 -> 15359
new-heat-transfer-120-coord0 th18 13993 -> 13993
new-heat-transfer-120-coord0 th20 12746 -> 12746
new-heat-transfer-120-coord0 th22 11538 -> 11538
new-heat-transfer-120-coord0 th24 11162 -> 11162
new-heat-transfer-120-coord0 th26 11071 -> 11071
new-heat-transfer-120-coord0 th28 10601 -> 10601
new-heat-transfer-120-coord0 th30 9012 -> 9012
new-heat-transfer-120-coord0 th32 8600 -> 8600
