min-max-tictactoe-coord th1 38 87 33 11 2
min-max-tictactoe-coord th2 35 174 65 22 2
min-max-tictactoe-coord th4 34 348 129 44 2
min-max-tictactoe-coord th6 34 522 192 66 2
min-max-tictactoe-coord th8 32 696 258 88 2
min-max-tictactoe-coord th10 33 870 322 110 2
min-max-tictactoe-coord th12 32 1012 385 128 2
min-max-tictactoe-coord th14 33 1202 450 152 2
min-max-tictactoe-coord th16 33 1360 514 172 2
min-max-tictactoe-coord th18 33 1518 576 192 2
min-max-tictactoe-coord th20 32 1692 642 214 2
min-max-tictactoe-coord th22 33 1826 706 231 2
min-max-tictactoe-coord th24 32 2024 770 256 2
min-max-tictactoe-coord th26 33 2158 834 273 2
min-max-tictactoe-coord th28 33 2340 894 296 2
min-max-tictactoe-coord th30 33 2498 962 316 2
min-max-tictactoe-coord th32 32 2624 1022 335 2
min-max-tictactoe-big-coord th1 43 103 33 12 2
min-max-tictactoe-big-coord th2 35 254 65 24 2
min-max-tictactoe-big-coord th4 36 412 130 45 2
min-max-tictactoe-big-coord th6 34 586 194 67 2
min-max-tictactoe-big-coord th8 33 760 258 89 2
min-max-tictactoe-big-coord th10 32 934 322 111 2
min-max-tictactoe-big-coord th12 34 1108 387 133 2
min-max-tictactoe-big-coord th14 34 1298 451 156 2
min-max-tictactoe-big-coord th16 34 1456 515 177 2
min-max-tictactoe-big-coord th18 34 1630 579 199 2
min-max-tictactoe-big-coord th20 33 1804 643 221 2
min-max-tictactoe-big-coord th22 34 1978 707 243 2
min-max-tictactoe-big-coord th24 35 2152 771 265 2
min-max-tictactoe-big-coord th26 34 2326 835 287 2
min-max-tictactoe-big-coord th28 34 2436 899 308 2
min-max-tictactoe-big-coord th30 33 2674 963 331 2
min-max-tictactoe-big-coord th32 34 2848 1027 353 2
