shortest-twitter th1 276905 -> 276905
shortest-twitter th2 185679 -> 185679
shortest-twitter th4 109829 -> 109829
shortest-twitter th6 75362 -> 75362
shortest-twitter th8 61138 -> 61138
shortest-twitter th10 48955 -> 48955
shortest-twitter th12 45059 -> 45059
shortest-twitter th14 43822 -> 43822
shortest-twitter th16 40527 -> 40527
shortest-twitter th18 38597 -> 38597
shortest-twitter th20 37562 -> 37562
shortest-twitter th22 34853 -> 34853
shortest-twitter th24 33756 -> 33756
shortest-twitter th26 28849 -> 28849
shortest-twitter th28 30559 -> 30559
shortest-twitter th30 30007 -> 30007
shortest-twitter th32 33173 -> 33173
shortest-email th1 31058 -> 31058
shortest-email th2 21570 -> 21570
shortest-email th4 15778 -> 15778
shortest-email th6 13158 -> 13158
shortest-email th8 11447 -> 11447
shortest-email th10 10193 -> 10193
shortest-email th12 10722 -> 10722
shortest-email th14 10279 -> 10279
shortest-email th16 8316 -> 8316
shortest-email th18 9207 -> 9207
shortest-email th20 8588 -> 8588
shortest-email th22 8582 -> 8582
shortest-email th24 8351 -> 8351
shortest-email th26 7976 -> 7976
shortest-email th28 8168 -> 8168
shortest-email th30 8623 -> 8623
shortest-email th32 9119 -> 9119
shortest-usairports500 th1 2278 -> 2278
shortest-usairports500 th2 1274 -> 1274
shortest-usairports500 th4 757 -> 757
shortest-usairports500 th6 545 -> 545
shortest-usairports500 th8 492 -> 492
shortest-usairports500 th10 435 -> 435
shortest-usairports500 th12 423 -> 423
shortest-usairports500 th14 358 -> 358
shortest-usairports500 th16 321 -> 321
shortest-usairports500 th18 290 -> 290
shortest-usairports500 th20 289 -> 289
shortest-usairports500 th22 317 -> 317
shortest-usairports500 th24 267 -> 267
shortest-usairports500 th26 244 -> 244
shortest-usairports500 th28 249 -> 249
shortest-usairports500 th30 265 -> 265
shortest-usairports500 th32 600 -> 600

