shortest-uspowergrid th1 234033 -> 234033
shortest-uspowergrid th2 130673 -> 130673
shortest-uspowergrid th4 60878 -> 60878
shortest-uspowergrid th6 41480 -> 41480
shortest-uspowergrid th8 28388 -> 28388
shortest-uspowergrid th10 25818 -> 25818
shortest-uspowergrid th12 22539 -> 22539
shortest-uspowergrid th14 18562 -> 18562
shortest-uspowergrid th16 15796 -> 15796
shortest-uspowergrid th18 15240 -> 15240
shortest-uspowergrid th20 13746 -> 13746
shortest-uspowergrid th22 12481 -> 12481
shortest-uspowergrid th24 11399 -> 11399
shortest-uspowergrid th26 11416 -> 11416
shortest-uspowergrid th28 10121 -> 10121
shortest-uspowergrid th30 10374 -> 10374
shortest-uspowergrid th32 10101 -> 10101
shortest-oclinks th1 48878 -> 48878
shortest-oclinks th2 37604 -> 37604
shortest-oclinks th4 22171 -> 22171
shortest-oclinks th6 17303 -> 17303
shortest-oclinks th8 12557 -> 12557
shortest-oclinks th10 11496 -> 11496
shortest-oclinks th12 10294 -> 10294
shortest-oclinks th14 8248 -> 8248
shortest-oclinks th16 7113 -> 7113
shortest-oclinks th18 6966 -> 6966
shortest-oclinks th20 6935 -> 6935
shortest-oclinks th22 6481 -> 6481
shortest-oclinks th24 6453 -> 6453
shortest-oclinks th26 5811 -> 5811
shortest-oclinks th28 5367 -> 5367
shortest-oclinks th30 5819 -> 5819
shortest-oclinks th32 4882 -> 4882
greedy-graph-coloring-gplus th1 341077 -> 341077
greedy-graph-coloring-gplus th2 205420 -> 205420
greedy-graph-coloring-gplus th4 105168 -> 105168
greedy-graph-coloring-gplus th6 72146 -> 72146
greedy-graph-coloring-gplus th8 52839 -> 52839
greedy-graph-coloring-gplus th10 43540 -> 43540
greedy-graph-coloring-gplus th12 35507 -> 35507
greedy-graph-coloring-gplus th14 30577 -> 30577
greedy-graph-coloring-gplus th16 26904 -> 26904
greedy-graph-coloring-gplus th18 24525 -> 24525
greedy-graph-coloring-gplus th20 21947 -> 21947
greedy-graph-coloring-gplus th22 20482 -> 20482
greedy-graph-coloring-gplus th24 19176 -> 19176
greedy-graph-coloring-gplus th26 17959 -> 17959
greedy-graph-coloring-gplus th28 16682 -> 16682
greedy-graph-coloring-gplus th30 15870 -> 15870
greedy-graph-coloring-gplus th32 14940 -> 14940
greedy-graph-coloring-twitter th1 7890 -> 7890
greedy-graph-coloring-twitter th2 4619 -> 4619
greedy-graph-coloring-twitter th4 2406 -> 2406
greedy-graph-coloring-twitter th6 1555 -> 1555
greedy-graph-coloring-twitter th8 1175 -> 1175
greedy-graph-coloring-twitter th10 941 -> 941
greedy-graph-coloring-twitter th12 863 -> 863
greedy-graph-coloring-twitter th14 761 -> 761
greedy-graph-coloring-twitter th16 634 -> 634
greedy-graph-coloring-twitter th18 594 -> 594
greedy-graph-coloring-twitter th20 601 -> 601
greedy-graph-coloring-twitter th22 565 -> 565
