belief-propagation-400 gl1 214000
belief-propagation-400 gl2 28700
belief-propagation-400 gl4 13500
belief-propagation-400 gl6 9300
belief-propagation-400 gl8 7000
belief-propagation-400 gl10 5600
belief-propagation-400 gl12 4900
belief-propagation-400 gl14 4000
belief-propagation-400 gl16 3600
belief-propagation-400 gl18 3300
belief-propagation-400 gl20 3000
belief-propagation-400 gl22 2700
belief-propagation-400 gl24 2700
belief-propagation-400 gl26 2500
belief-propagation-400 gl28 2400
belief-propagation-400 gl30 2300
belief-propagation-400 gl32 2300

