splash-bp-400 gl1 42500
splash-bp-400 gl2 22600
splash-bp-400 gl4 11700
splash-bp-400 gl6 8100
splash-bp-400 gl8 6500
splash-bp-400 gl10 4700
splash-bp-400 gl12 4300
splash-bp-400 gl14 4000
splash-bp-400 gl16 3400
splash-bp-400 gl18 3200
splash-bp-400 gl20 2700
splash-bp-400 gl22 2700
splash-bp-400 gl24 2400
splash-bp-400 gl26 2300
splash-bp-400 gl28 2100
splash-bp-400 gl30 2000
splash-bp-400 gl32 1900
