belief-propagation-400 gl1 214000
belief-propagation-400 gl2 42661
belief-propagation-400 gl4 21300
belief-propagation-400 gl6 15000
belief-propagation-400 gl8 12000
belief-propagation-400 gl10 10100
belief-propagation-400 gl12 9800
belief-propagation-400 gl14 9800
belief-propagation-400 gl16 9500
belief-propagation-400 gl18 10500
belief-propagation-400 gl20 10400
belief-propagation-400 gl22 11300
belief-propagation-400 gl24 11300
belief-propagation-400 gl26 11500
belief-propagation-400 gl28 12500
belief-propagation-400 gl30 12800
belief-propagation-400 gl32 13000
